user_id,transaction_date,order_id,order_revenue
84505235.3811031418,2020-12-24,299378,26.0
2232278.4300512401,2020-12-24,767932,25.0
50168082.8967124218,2020-12-24,672801,24.0
59628020.4516096651,2020-12-24,719753,21.0
21683663.4440188892,2020-12-24,355183,20.0
13756133.7762491194,2020-12-24,462859,19.0
2644910.8341124073,2020-12-24,785784,8.0
40810614.6993876384,2020-12-23,350878,656.0
11276007.4623855146,2020-12-23,516356,443.0
71773191.3267798855,2020-12-23,667882,203.0
92228801.7371633756,2020-12-23,523669,162.0
8822878673.4974906772,2020-12-23,652280,146.0
29930506.5218532120,2020-12-23,103462,142.0
3430324.0837067291,2020-12-23,622731,136.0
58442179.0715020466,2020-12-23,734852,110.0
34715004.0442654743,2020-12-23,362827,108.0
1685178.0670336190,2020-12-23,335627,92.0
2418457.6264805451,2020-12-23,530745,88.0
34715004.0442654743,2020-12-23,282633,86.0
34715004.0442654743,2020-12-23,533656,80.0
1245203.1205410719,2020-12-23,117755,75.0
2418457.6264805451,2020-12-23,276841,75.0
20718298.6808598428,2020-12-23,146268,74.0
28905204.2373409713,2020-12-23,101669,73.0
7483078.1076858608,2020-12-23,35172,67.0
31844096.5499743319,2020-12-23,62413,60.0
88356029.8584657787,2020-12-23,859905,60.0
62166305.8414280308,2020-12-23,860450,58.0
1245203.1205410719,2020-12-23,574807,55.0
6314967.8772173324,2020-12-23,901935,54.0
65308915.4516936442,2020-12-23,919967,54.0
79568568.3792342532,2020-12-23,879177,53.0
11903760.9274306860,2020-12-23,9620,49.0
89509806.8702117822,2020-12-23,358011,48.0
5969626.2225772933,2020-12-23,135747,46.0
4707239.1008432127,2020-12-23,396331,44.0
36423903.0766482765,2020-12-23,688228,44.0
8321530.6782220255,2020-12-23,555160,42.0
70008639.1042474260,2020-12-23,937781,42.0
1669048.7348890098,2020-12-23,499583,41.0
57481596.7184472027,2020-12-23,341028,39.0
2304744.2118775235,2020-12-23,575365,39.0
34715004.0442654743,2020-12-23,614256,38.0
34715004.0442654743,2020-12-23,905620,38.0
7450806.9278139932,2020-12-23,687333,36.0
42140555.7829005979,2020-12-23,877342,35.0
31844096.5499743319,2020-12-23,359264,32.0
71563215.6886463640,2020-12-23,521378,32.0
13106788.7513677357,2020-12-23,393846,32.0
5379051.4217596849,2020-12-23,6036,30.0
39900664.0026836871,2020-12-23,59992,30.0
77464034.6750925956,2020-12-23,931581,27.0
8848313.6690701237,2020-12-23,640633,24.0
5590716.6791910019,2020-12-23,682232,24.0
91266894.2688451102,2020-12-23,639337,24.0
91266894.2688451102,2020-12-23,197440,24.0
91266894.2688451102,2020-12-23,763983,24.0
91266894.2688451102,2020-12-23,112568,24.0
6690432.3445265766,2020-12-23,142273,24.0
34820749.5627527427,2020-12-23,121361,23.0
3577806.2578587674,2020-12-23,26005,22.0
90591201.2047859379,2020-12-23,204788,22.0
90591201.2047859379,2020-12-23,51684,22.0
26171153.2712091151,2020-12-23,896331,21.0
62972640.1817910937,2020-12-23,672187,20.0
4997326.4756259004,2020-12-23,20653,19.0
26171153.2712091151,2020-12-23,280249,19.0
26171153.2712091151,2020-12-23,154927,19.0
86349088.9137602844,2020-12-23,729574,19.0
62972640.1817910937,2020-12-23,886953,18.0
31430869.9028960991,2020-12-23,707774,18.0
45496216.9206092900,2020-12-23,316758,17.0
8094052.1003317980,2020-12-23,721028,11.0
52894872.0536016864,2020-12-23,859393,6.0
3291666.2185697988,2020-12-22,742008,216.0
38940697.0285959050,2020-12-22,384340,160.0
3414474.3739440974,2020-12-22,698935,159.0
3414474.3739440974,2020-12-22,698935,159.0
84232431.7456081587,2020-12-22,624573,134.0
3232772.8900017776,2020-12-22,836739,113.0
6095713.4538626752,2020-12-22,289031,111.0
28284205.9810024272,2020-12-22,399187,102.0
7774428.3017818390,2020-12-22,670406,100.0
78106766.0535705085,2020-12-22,846493,96.0
81894085.3422774223,2020-12-22,221937,92.0
7403204.3264957893,2020-12-22,60413,87.0
1605564.2171778452,2020-12-22,954522,84.0
66003152.6293590689,2020-12-22,44831,84.0
44316604.1189096693,2020-12-22,67987,70.0
6295459.5314511143,2020-12-22,180937,68.0
1735740.0362728656,2020-12-22,706268,67.0
4730992.8722407824,2020-12-22,721471,62.0
1532532525.0257377084,2020-12-22,194832,61.0
55676797.5021268334,2020-12-22,771374,60.0
25558125.8475774734,2020-12-22,821697,57.0
9029010.8049284962,2020-12-22,267899,56.0
3096891.2753343567,2020-12-22,125445,54.0
54901301.9847897724,2020-12-22,852510,50.0
12289461.3486454330,2020-12-22,998362,48.0
7687174.7764454759,2020-12-22,301139,48.0
9067917.4467737421,2020-12-22,355860,44.0
17600486.2275967341,2020-12-22,353412,42.0
90389075.6135376881,2020-12-22,841390,42.0
81316650.3622535312,2020-12-22,349986,41.0
81182117.7869823509,2020-12-22,725627,41.0
86522586.9268325271,2020-12-22,153906,40.0
7311472.7624692736,2020-12-22,81329,39.0
26486289.7514037038,2020-12-22,331967,38.0
8726025.7712289207,2020-12-22,159556,36.0
65476879.2983809506,2020-12-22,415886,35.0
1056498.5939985013,2020-12-22,692168,31.0
31890386.5353531582,2020-12-22,234591,31.0
5290414.1717903521,2020-12-22,334068,30.0
54416199.2185558214,2020-12-22,113853,30.0
61993137.2687500012,2020-12-22,414270,30.0
84232431.7456081587,2020-12-22,237352,28.0
4396894.6112781516,2020-12-22,721402,27.0
47832970.6690268280,2020-12-22,363518,26.0
7625514.5568512112,2020-12-22,975263,24.0
1735740.0362728656,2020-12-22,897707,23.0
49948590.1657747391,2020-12-22,318141,22.0
1056498.5939985013,2020-12-22,728838,19.0
7132358.6228292016,2020-12-22,486695,19.0
8269107.5312843213,2020-12-22,282966,16.0
36156512.6793363107,2020-12-22,691705,15.0
7351481.8873053183,2020-12-22,149249,13.0
32150941.2960979703,2020-12-22,684985,13.0
44227277.9722264913,2020-12-22,653357,11.0
6964077.2220093169,2020-12-22,182186,10.0
5311007.5669893427,2020-12-22,681083,8.0
20037471.8988089326,2020-12-22,675147,8.0
1033085.6917088117,2020-12-21,389632,712.0
2167403.7906456200,2020-12-21,411269,269.0
2994751.6580189667,2020-12-21,351293,183.0
64740644.1898496568,2020-12-21,538293,179.0
13846928.7700463041,2020-12-21,905407,145.0
85265536.4138277437,2020-12-21,561333,124.0
3041494.0908353891,2020-12-21,508211,108.0
7634543.7021985089,2020-12-21,652163,92.0
1016446.8237887674,2020-12-21,983645,86.0
41170608.3749741399,2020-12-21,886514,84.0
7070291.4775984721,2020-12-21,551199,74.0
32439085.2055424151,2020-12-21,109380,71.0
5044121.9570928383,2020-12-21,173071,63.0
5298595.3824316171,2020-12-21,335633,63.0
65484697.9961257356,2020-12-21,724500,58.0
2345933.9427223568,2020-12-21,648040,55.0
1431530072.2996186071,2020-12-21,259251,55.0
77005687.4514013148,2020-12-21,667146,53.0
79174534.4918543276,2020-12-21,211677,52.0
56136935.4839413206,2020-12-21,11814,48.0
77005687.4514013148,2020-12-21,232722,48.0
31743724.0178994523,2020-12-21,13228,47.0
59568325.0734810744,2020-12-21,503696,46.0
7659570.5939990829,2020-12-21,87039,46.0
7659570.5939990829,2020-12-21,87039,46.0
21904266.4182981661,2020-12-21,578185,44.0
66981107.6275848264,2020-12-21,470417,44.0
46714149.5501637443,2020-12-21,659058,41.0
2357729.7337895516,2020-12-21,756475,41.0
43084392.6309586985,2020-12-21,833593,40.0
26519562.2001786042,2020-12-21,296555,37.0
7688722.6706829800,2020-12-21,918532,36.0
88839607.3955437015,2020-12-21,544745,34.0
83712753.2730874013,2020-12-21,540721,30.0
8074234.7570194554,2020-12-21,734725,28.0
67934362.7951436051,2020-12-21,467817,26.0
40499246.5701945231,2020-12-21,546204,25.0
8452311.3681765761,2020-12-21,64178,23.0
3398852635.9428651409,2020-12-21,432159,20.0
8032580.9992443180,2020-12-21,294744,19.0
5875619.5890494953,2020-12-21,453366,18.0
6507726.8917893919,2020-12-21,852306,16.0
6726337.6675267552,2020-12-21,685779,16.0
43491287.8048650889,2020-12-21,901569,16.0
9123305447.7023614255,2020-12-21,744707,14.0
32154989.6806202027,2020-12-21,19153,12.0
27150223.0167628853,2020-12-21,259038,10.0
27150223.0167628853,2020-12-21,697869,10.0
27150223.0167628853,2020-12-21,363724,10.0
3701512.7921503812,2020-12-21,329394,6.0
4186566475.6049578820,2020-12-21,610135,6.0
73427198.7537900210,2020-12-20,8103,314.0
62921407.7385261228,2020-12-20,230261,282.0
5736532689.1280896266,2020-12-20,4769,100.0
8563672023.4470210271,2020-12-20,615652,91.0
58454116.2497862183,2020-12-20,547688,64.0
69259915.5506299000,2020-12-20,477070,60.0
68075284.5240293543,2020-12-20,225818,59.0
57655144.7573784360,2020-12-20,546557,55.0
83122453.5394732985,2020-12-20,243352,45.0
1513222.1542392261,2020-12-20,495899,42.0
3462101.1320245746,2020-12-20,631176,40.0
1513222.1542392261,2020-12-20,107207,39.0
5079875.2814181516,2020-12-20,482804,39.0
41668828.3934590990,2020-12-20,748002,37.0
5117578.4667811771,2020-12-20,191251,34.0
70890906.1784265451,2020-12-20,920134,30.0
42281226.0048478307,2020-12-20,652453,30.0
36259188.4271466328,2020-12-20,261131,22.0
4231129.5913164697,2020-12-20,481606,16.0
628363132.9737513033,2020-12-19,526401,191.0
39049984.4198737878,2020-12-19,741982,138.0
5373799.6097004022,2020-12-19,837855,134.0
22941144.0166280987,2020-12-19,170617,133.0
41179206.8501474127,2020-12-19,51724,132.0
1874599.7824854030,2020-12-19,782819,130.0
52073744.5585474753,2020-12-19,631175,111.0
70273900.3717271442,2020-12-19,440825,109.0
63336637.2279943127,2020-12-19,46297,108.0
3702643.5920822410,2020-12-19,495579,90.0
47809082.2700865658,2020-12-19,194630,88.0
7087497059.2441082427,2020-12-19,316079,86.0
1874599.7824854030,2020-12-19,886563,70.0
39049984.4198737878,2020-12-19,726249,65.0
1972984.6707484339,2020-12-19,350990,65.0
15894992.4328529401,2020-12-19,584587,63.0
8536857.0920789613,2020-12-19,583653,61.0
14490611.1661326108,2020-12-19,80077,48.0
75571709.1157982540,2020-12-19,44140,48.0
4228397.9560479355,2020-12-19,7553,46.0
1583669.4669902363,2020-12-19,502921,46.0
5983009.7119136524,2020-12-19,681423,44.0
48856615.5342430257,2020-12-19,813738,43.0
84534898.7989426950,2020-12-19,246420,42.0
7985640.7516718007,2020-12-19,56418,41.0
90269155.5005493831,2020-12-19,999174,41.0
8687815.2855089496,2020-12-19,160065,40.0
80017305.4643797115,2020-12-19,384867,39.0
1859363.5805703761,2020-12-19,851640,38.0
8536857.0920789613,2020-12-19,117173,35.0
8536857.0920789613,2020-12-19,890116,35.0
54818265.6577214045,2020-12-19,846087,35.0
22941144.0166280987,2020-12-19,1742,35.0
4048182.4740766081,2020-12-19,214019,32.0
2402576.2075653416,2020-12-19,930558,30.0
39049984.4198737878,2020-12-19,376079,30.0
75634947.6789263686,2020-12-19,376714,30.0
7171332.8572143041,2020-12-19,851021,26.0
7418203637.9546219861,2020-12-19,369101,24.0
68478330.4276176256,2020-12-19,651186,22.0
37493575.0376020341,2020-12-19,873255,21.0
4958191.3484019469,2020-12-19,228984,16.0
55931358.6296383621,2020-12-19,715527,15.0
55931358.6296383621,2020-12-19,715527,15.0
86253338.5702333040,2020-12-19,747053,14.0
86253338.5702333040,2020-12-19,647917,14.0
86253338.5702333040,2020-12-19,423062,14.0
86253338.5702333040,2020-12-19,762596,14.0
86253338.5702333040,2020-12-19,898191,14.0
86253338.5702333040,2020-12-19,162511,14.0
11945447.0918586260,2020-12-19,195492,7.0
5244179.4867323211,2020-12-18,730044,362.0
53769790.5488226810,2020-12-18,321554,197.0
12852776.3686074468,2020-12-18,303948,193.0
31434781.7401740396,2020-12-18,274132,192.0
62739166.8660781806,2020-12-18,563248,184.0
68179423.3220502588,2020-12-18,542222,175.0
34613058.0872685890,2020-12-18,283625,152.0
25845532.1613251814,2020-12-18,878199,128.0
79437846.7966348856,2020-12-18,954187,112.0
5604587.3755072537,2020-12-18,817791,108.0
7172054.6394028971,2020-12-18,160314,102.0
6574805.3436225086,2020-12-18,894413,99.0
50640660.9007425824,2020-12-18,639167,99.0
9316296.6895701928,2020-12-18,742173,99.0
4186237.2268701556,2020-12-18,277984,96.0
7670494.0367304220,2020-12-18,842703,96.0
45277194.9362696963,2020-12-18,354939,95.0
1719446.5752948453,2020-12-18,781838,92.0
67638750.9021490779,2020-12-18,837495,91.0
73122682.2269869827,2020-12-18,606179,90.0
8367098267.6266306459,2020-12-18,858946,85.0
31508986.6211752903,2020-12-18,210170,80.0
97950097.5837353470,2020-12-18,961943,80.0
55876955.1461572499,2020-12-18,833413,79.0
34337826.8589907777,2020-12-18,574564,79.0
47327205.6325472260,2020-12-18,485624,79.0
71278332.7023651906,2020-12-18,261482,77.0
31588757.8825339636,2020-12-18,858078,75.0
4645810.6414891428,2020-12-18,858449,75.0
6258055.5394754419,2020-12-18,848028,73.0
31950543.1898138464,2020-12-18,677921,72.0
82278834.0437907358,2020-12-18,809520,71.0
9271679.7821879014,2020-12-18,898553,70.0
89736817.8673115024,2020-12-18,792227,68.0
69080739.9100349214,2020-12-18,658092,67.0
7307316.0360352296,2020-12-18,843458,65.0
71985328.5213385555,2020-12-18,725103,64.0
32495068.8510753707,2020-12-18,873341,62.0
4296769.0350898725,2020-12-18,229894,60.0
30919230.3331476140,2020-12-18,951648,60.0
7782816.5155913272,2020-12-18,486563,58.0
4484520.5210961028,2020-12-18,989799,58.0
4484520.5210961028,2020-12-18,118019,58.0
4484520.5210961028,2020-12-18,723104,58.0
4484520.5210961028,2020-12-18,279935,58.0
4484520.5210961028,2020-12-18,486713,58.0
4484520.5210961028,2020-12-18,787263,58.0
4484520.5210961028,2020-12-18,893650,58.0
4484520.5210961028,2020-12-18,992704,58.0
4484520.5210961028,2020-12-18,760072,58.0
4484520.5210961028,2020-12-18,779412,58.0
4484520.5210961028,2020-12-18,389772,58.0
4484520.5210961028,2020-12-18,300959,58.0
6291077.4211780324,2020-12-18,721424,57.0
4484520.5210961028,2020-12-18,199655,56.0
49499670.1702984658,2020-12-18,673311,50.0
2486666.7242035302,2020-12-18,903011,49.0
53418806.5482216471,2020-12-18,984290,49.0
53418806.5482216471,2020-12-18,891001,49.0
53418806.5482216471,2020-12-18,473917,49.0
8577405.9053970649,2020-12-18,626158,48.0
19216505.5989680749,2020-12-18,779077,48.0
7307316.0360352296,2020-12-18,93492,47.0
61878973.9611156034,2020-12-18,180784,47.0
79604591.5283536350,2020-12-18,957848,45.0
20037471.8988089326,2020-12-18,559876,44.0
8365874158.6584635135,2020-12-18,764129,44.0
8365874158.6584635135,2020-12-18,882326,44.0
34557263.4880284615,2020-12-18,565996,43.0
5885098.5400804724,2020-12-18,452006,41.0
49434402.8306205049,2020-12-18,388900,40.0
52907871.5751917450,2020-12-18,346363,38.0
3637854995.9255566540,2020-12-18,866504,38.0
3287379.7416476309,2020-12-18,417614,34.0
32220426.7266826946,2020-12-18,405260,33.0
32220426.7266826946,2020-12-18,405260,33.0
42372741.7725745796,2020-12-18,511973,32.0
7295755.2837047873,2020-12-18,34952,32.0
4327637.5684056733,2020-12-18,925574,30.0
2212017.2642371952,2020-12-18,815231,29.0
78130429.4925267502,2020-12-18,106991,28.0
86949711.6238778520,2020-12-18,212993,27.0
86949711.6238778520,2020-12-18,512076,27.0
86949711.6238778520,2020-12-18,717327,27.0
86949711.6238778520,2020-12-18,812889,27.0
86949711.6238778520,2020-12-18,38379,27.0
86949711.6238778520,2020-12-18,140428,27.0
86949711.6238778520,2020-12-18,533942,27.0
40581241.9763166406,2020-12-18,617909,24.0
52691175.7181665075,2020-12-18,82642,24.0
2467672454.9329478776,2020-12-18,418825,22.0
8339212.2465893300,2020-12-18,959932,20.0
11422977.5445649055,2020-12-18,380766,19.0
42437353.0009009717,2020-12-18,845741,18.0
22360539.8245478823,2020-12-18,12506,18.0
5998553.8301132552,2020-12-18,673198,16.0
7794073.9916956251,2020-12-18,760605,16.0
7794073.9916956251,2020-12-18,999124,16.0
8339212.2465893300,2020-12-18,305874,16.0
53989140.2218322723,2020-12-18,576618,14.0
53989140.2218322723,2020-12-18,28137,14.0
53989140.2218322723,2020-12-18,231897,14.0
88252620.9272679238,2020-12-18,55812,14.0
8339212.2465893300,2020-12-18,890760,13.0
49433987.5928820539,2020-12-18,607679,13.0
10211474.7929477742,2020-12-18,886501,10.0
1621120.1060958458,2020-12-17,700090,412.0
1621120.1060958458,2020-12-17,167626,346.0
5175868.5309206965,2020-12-17,833012,256.0
84636323.8110704850,2020-12-17,850535,237.0
47320569.5663739973,2020-12-17,364253,194.0
8631746.0136342760,2020-12-17,393219,191.0
85089615.0421191291,2020-12-17,412017,176.0
65163016.2468447960,2020-12-17,651283,166.0
79437846.7966348856,2020-12-17,439292,139.0
21188888.1287984736,2020-12-17,797397,108.0
60425733.9344537014,2020-12-17,58021,108.0
1486195554.5255114980,2020-12-17,506764,108.0
37409739.2479799624,2020-12-17,754523,100.0
69933106.8605034885,2020-12-17,195114,94.0
35776748.8724446726,2020-12-17,914927,84.0
97950097.5837353470,2020-12-17,287961,81.0
7670494.0367304220,2020-12-17,819088,78.0
39602761.4128729087,2020-12-17,923140,78.0
3365134.0673833488,2020-12-17,940161,75.0
3365134.0673833488,2020-12-17,940161,75.0
3365134.0673833488,2020-12-17,940161,75.0
5191278.7358335539,2020-12-17,17634,70.0
4396894.6112781516,2020-12-17,123145,68.0
2206124.5804645350,2020-12-17,958324,63.0
7275494.7811178530,2020-12-17,443844,63.0
50625438.6453912217,2020-12-17,500729,63.0
5510122.6423876982,2020-12-17,227722,62.0
46104581.7287269838,2020-12-17,916196,62.0
3315775.4887916908,2020-12-17,138449,61.0
40360384.0007417112,2020-12-17,461267,60.0
80824150.8927513505,2020-12-17,872370,60.0
8403882324.8733646119,2020-12-17,637312,60.0
8156015.0433362204,2020-12-17,433150,58.0
8944117.0831290845,2020-12-17,952677,58.0
1051154.0740172050,2020-12-17,283445,55.0
77739287.4913869284,2020-12-17,79974,54.0
22956458.6924241706,2020-12-17,360896,54.0
69753949.4679403396,2020-12-17,431094,50.0
2610547.9973555647,2020-12-17,140166,48.0
5898251.1308942779,2020-12-17,315402,48.0
5061885.3794873804,2020-12-17,217625,48.0
39689879.5114355808,2020-12-17,192105,48.0
58435410.6859710315,2020-12-17,849,46.0
5898251.1308942779,2020-12-17,306904,44.0
8162222.7054678468,2020-12-17,387003,44.0
6924220.6153390244,2020-12-17,253223,44.0
79374863.6543228947,2020-12-17,863585,44.0
84534898.7989426950,2020-12-17,233138,42.0
84534898.7989426950,2020-12-17,689794,42.0
84534898.7989426950,2020-12-17,259593,42.0
84534898.7989426950,2020-12-17,673875,42.0
84534898.7989426950,2020-12-17,628820,42.0
84161213.3604424306,2020-12-17,706477,41.0
97950097.5837353470,2020-12-17,23803,40.0
25524352.7325280300,2020-12-17,143264,40.0
73925756.8578616626,2020-12-17,524910,39.0
2232981444.3331731762,2020-12-17,265814,38.0
59427000.7305194715,2020-12-17,121306,37.0
2704631.3551672775,2020-12-17,380968,37.0
83122453.5394732985,2020-12-17,189126,37.0
7863708.5056381393,2020-12-17,921556,34.0
5849526.6650530231,2020-12-17,324060,34.0
4366554.6078100134,2020-12-17,262178,34.0
4366554.6078100134,2020-12-17,751081,34.0
4366554.6078100134,2020-12-17,437273,34.0
3992214.0329365184,2020-12-17,378484,33.0
4645081.6751269573,2020-12-17,14588,33.0
2233163.7526757311,2020-12-17,768652,32.0
31903614.8832440737,2020-12-17,422295,32.0
4116825.4321746815,2020-12-17,282716,30.0
4116825.4321746815,2020-12-17,148570,30.0
4116825.4321746815,2020-12-17,726550,30.0
4116825.4321746815,2020-12-17,906650,30.0
4116825.4321746815,2020-12-17,258561,30.0
4116825.4321746815,2020-12-17,629896,30.0
4116825.4321746815,2020-12-17,61466,30.0
4116825.4321746815,2020-12-17,391154,30.0
16244779.6271795162,2020-12-17,878704,30.0
81632350.4358345762,2020-12-17,711471,30.0
81632350.4358345762,2020-12-17,998987,30.0
81632350.4358345762,2020-12-17,588943,30.0
81632350.4358345762,2020-12-17,9187,30.0
81632350.4358345762,2020-12-17,888928,30.0
81632350.4358345762,2020-12-17,918530,30.0
81632350.4358345762,2020-12-17,721105,30.0
87631466.4751678619,2020-12-17,683698,30.0
1043539.2747159846,2020-12-17,189788,30.0
10731965.6220509788,2020-12-17,685940,30.0
10731965.6220509788,2020-12-17,212676,30.0
33738162.6871557290,2020-12-17,553155,30.0
63844412.3659435709,2020-12-17,522609,29.0
1836968.7888260850,2020-12-17,565838,28.0
7549801319.6083086386,2020-12-17,379589,27.0
10731965.6220509788,2020-12-17,579102,26.0
10731965.6220509788,2020-12-17,305432,26.0
61367617.5801864153,2020-12-17,480969,26.0
4651234.6787037490,2020-12-17,774164,24.0
7383305.1244201858,2020-12-17,539993,24.0
78740849.5845768330,2020-12-17,401809,24.0
1486195554.5255114980,2020-12-17,446072,24.0
14670836.5443476050,2020-12-17,924404,24.0
2387737.8440654529,2020-12-17,873127,24.0
58234029.0722348975,2020-12-17,52620,24.0
1043539.2747159846,2020-12-17,456441,22.0
1043539.2747159846,2020-12-17,449843,22.0
1043539.2747159846,2020-12-17,137165,22.0
1043539.2747159846,2020-12-17,780377,22.0
1043539.2747159846,2020-12-17,805818,22.0
3412220.6161181119,2020-12-17,561950,21.0
8947475.8090315077,2020-12-17,939798,20.0
4769532.2724009973,2020-12-17,199350,16.0
55183693.0038159450,2020-12-17,907960,16.0
9122125.3213698084,2020-12-17,747137,15.0
1269503.0307049017,2020-12-17,24685,14.0
1269503.0307049017,2020-12-17,631567,14.0
1269503.0307049017,2020-12-17,178528,14.0
1269503.0307049017,2020-12-17,703069,14.0
1269503.0307049017,2020-12-17,607975,14.0
9618916.8925649010,2020-12-17,397557,14.0
90006388.1386753150,2020-12-17,723651,14.0
12635392.6392715364,2020-12-17,855099,13.0
8947475.8090315077,2020-12-17,287258,12.0
50900904.6507728330,2020-12-17,252476,12.0
7738401.2659078427,2020-12-17,352505,10.0
7833704.5580277942,2020-12-17,893796,7.0
1532927.6404323781,2020-12-16,468322,683.0
5766379.6658996628,2020-12-16,623387,600.0
5645225.6917653454,2020-12-16,401442,414.0
5645225.6917653454,2020-12-16,885256,363.0
67242982.0432343274,2020-12-16,267921,326.0
7722668.2787414860,2020-12-16,40006,324.0
6488580233.2228683836,2020-12-16,372598,291.0
7748359.5667737603,2020-12-16,338022,219.0
82604808.5833749347,2020-12-16,334947,214.0
62041179.6162419229,2020-12-16,147010,207.0
53406211.8724008214,2020-12-16,16754,184.0
1593060.9903989741,2020-12-16,606253,184.0
3198843.0611848527,2020-12-16,407144,171.0
50183692.6751135595,2020-12-16,238605,167.0
8366314228.9854739652,2020-12-16,331571,164.0
35064550.9410834862,2020-12-16,800107,157.0
97950097.5837353470,2020-12-16,84425,150.0
6962813.9978021110,2020-12-16,770709,150.0
43925286.2421542089,2020-12-16,671765,141.0
45452162.3941392032,2020-12-16,115523,141.0
8156015.0433362204,2020-12-16,609236,138.0
70707207.7999405769,2020-12-16,643681,137.0
11244054.2177805414,2020-12-16,578704,129.0
5645225.6917653454,2020-12-16,327022,127.0
5645225.6917653454,2020-12-16,20520,118.0
81093232.4306802216,2020-12-16,422283,112.0
5051981.5649537648,2020-12-16,46677,100.0
5645225.6917653454,2020-12-16,334130,99.0
4947085.9387818903,2020-12-16,936203,99.0
24051998.6799144387,2020-12-16,417155,98.0
28171746.6331452217,2020-12-16,872586,98.0
64707869.9107693145,2020-12-16,894533,98.0
27934793.9232963542,2020-12-16,999044,96.0
7242688.0843867208,2020-12-16,363207,92.0
6734225.7234108378,2020-12-16,91710,91.0
6667186.4705493952,2020-12-16,155001,90.0
11276007.4623855146,2020-12-16,377706,86.0
71577991.6929043696,2020-12-16,447450,86.0
6085157.6522638010,2020-12-16,527520,86.0
6406174.6400107326,2020-12-16,371264,86.0
22626490.1144906377,2020-12-16,607655,85.0
3559702.8102516207,2020-12-16,999850,85.0
7242688.0843867208,2020-12-16,18328,84.0
52206227.1304942050,2020-12-16,785765,83.0
19873344.4999466945,2020-12-16,908107,82.0
52931639.4509960949,2020-12-16,536684,80.0
48159916.2278332378,2020-12-16,90542,79.0
48159916.2278332378,2020-12-16,483892,79.0
67242982.0432343274,2020-12-16,702792,79.0
9030851.6893086314,2020-12-16,372530,76.0
29066864.4014292306,2020-12-16,56159,76.0
8526613234.8674806597,2020-12-16,383365,76.0
2819497.0596567487,2020-12-16,980640,76.0
1245203.1205410719,2020-12-16,234213,75.0
71285854.2587994288,2020-12-16,763835,74.0
7816881.7527763245,2020-12-16,606228,74.0
1245203.1205410719,2020-12-16,286657,72.0
30986155.2819672189,2020-12-16,509718,72.0
7980854.4779699400,2020-12-16,557190,70.0
16452090.3561030142,2020-12-16,597249,68.0
8814952.6174853430,2020-12-16,518644,65.0
5038082.1213644469,2020-12-16,503688,63.0
77805852.6832906360,2020-12-16,909749,63.0
4191504.8974147364,2020-12-16,366915,61.0
4297256.3583247994,2020-12-16,30952,60.0
1994473.4179397065,2020-12-16,158963,60.0
4777652.2980568851,2020-12-16,693297,59.0
5996473.2606177796,2020-12-16,607484,58.0
6145836.1172580962,2020-12-16,306777,58.0
42202949.1792651105,2020-12-16,97831,56.0
3319193.5383281209,2020-12-16,675923,55.0
9195830.2305180932,2020-12-16,864549,55.0
76814331.1397302587,2020-12-16,817101,55.0
23495951.1863781184,2020-12-16,136070,53.0
5237397.7064940983,2020-12-16,747036,51.0
4464438.3217455173,2020-12-16,363509,48.0
25665114.3281659974,2020-12-16,964826,48.0
18078079.4939254401,2020-12-16,364508,47.0
18340222.5020006403,2020-12-16,710385,47.0
1813744.3260699232,2020-12-16,24361,46.0
75941642.3432570745,2020-12-16,526420,46.0
23468969.8705339890,2020-12-16,221950,44.0
23468969.8705339890,2020-12-16,754066,44.0
28108956.4390354387,2020-12-16,562201,44.0
7462913.7605411929,2020-12-16,197239,37.0
2801511.1336263011,2020-12-16,4971,37.0
82790046.1686536183,2020-12-16,52617,34.0
7118581.9194840540,2020-12-16,178971,32.0
71766434.3843515045,2020-12-16,700562,32.0
82790046.1686536183,2020-12-16,925194,32.0
83567287.4802807332,2020-12-16,806343,32.0
15689194.2101305412,2020-12-16,347298,32.0
9614593.5321513152,2020-12-16,351296,30.0
18562126.1110896765,2020-12-16,236252,30.0
18562126.1110896765,2020-12-16,575710,30.0
18562126.1110896765,2020-12-16,338317,30.0
86226481.4357835444,2020-12-16,121561,30.0
86226481.4357835444,2020-12-16,656524,30.0
86226481.4357835444,2020-12-16,31833,30.0
86226481.4357835444,2020-12-16,137761,30.0
86226481.4357835444,2020-12-16,330245,30.0
86226481.4357835444,2020-12-16,23928,30.0
86226481.4357835444,2020-12-16,274686,30.0
86226481.4357835444,2020-12-16,507659,30.0
86226481.4357835444,2020-12-16,507659,30.0
26028748.6639337274,2020-12-16,317087,30.0
28108956.4390354387,2020-12-16,597442,29.0
7242688.0843867208,2020-12-16,766694,28.0
4709275.8875557274,2020-12-16,240013,27.0
31012311.2048194530,2020-12-16,1553,25.0
6936674.0598239525,2020-12-16,233706,25.0
49354846.0718560012,2020-12-16,147015,24.0
62015338.5335900578,2020-12-16,401990,24.0
1473521219.8525112860,2020-12-16,500146,24.0
9614593.5321513152,2020-12-16,796513,23.0
31450884.9129417592,2020-12-16,94398,23.0
42167462.4250653874,2020-12-16,597739,23.0
2323477.7085022522,2020-12-16,504217,22.0
1490836.9769608444,2020-12-16,392388,20.0
54650516.3770320538,2020-12-16,184236,20.0
20368983.6178046546,2020-12-16,732822,19.0
71728326.8215187064,2020-12-16,140234,19.0
18489071.4831990105,2020-12-16,742869,18.0
