user_id,recency_days,frequency_count,total_monetary_spend,rfm_combined_code,customer_lifecycle_status
3393889.7396147285,53,1,22.0,344,STANDARD CONVERTED CUSTOMER
8026619.2296223413,19,1,21.0,154,AT RISK - NEED RETENTION
25093846.1157408806,12,1,21.0,134,AT RISK - NEED RETENTION
13514937.5999371679,1,1,17.0,155,AT RISK - NEED RETENTION
60380275.2147201126,0,1,0.0,145,AT RISK - NEED RETENTION
10821383.9460228023,3,1,0.0,135,AT RISK - NEED RETENTION
73813216.5798834088,47,1,0.0,325,STANDARD CONVERTED CUSTOMER
5712045.3025454350,8,1,0.0,115,HIBERNATING / LOST
48879002.2084859201,67,1,588.0,441,STANDARD CONVERTED CUSTOMER
47320569.5663739973,45,1,194.0,231,AT RISK - NEED RETENTION
51153409.8050128631,48,2,180.0,311,STANDARD CONVERTED CUSTOMER
26336473.4191490468,11,1,162.0,121,HIBERNATING / LOST
16040805.0993914136,8,1,148.0,131,AT RISK - NEED RETENTION
73143977.4968623389,4,2,143.0,111,HIBERNATING / LOST
41721597.7658078053,63,1,143.0,451,STANDARD CONVERTED CUSTOMER
2989708.3724659137,18,1,116.0,151,AT RISK - NEED RETENTION
79214612.7407451783,54,1,110.0,352,STANDARD CONVERTED CUSTOMER
31060017.1204528024,55,1,107.0,352,STANDARD CONVERTED CUSTOMER
5934688.8369478246,62,1,95.0,452,STANDARD CONVERTED CUSTOMER
51473797.3600857770,9,1,94.0,142,AT RISK - NEED RETENTION
2552499.2967992898,5,2,91.0,112,HIBERNATING / LOST
27700391.5760431214,69,1,88.0,442,STANDARD CONVERTED CUSTOMER
3087694.4745898961,78,1,88.0,542,STANDARD CONVERTED CUSTOMER
67199937.0839483428,12,1,86.0,112,HIBERNATING / LOST
6959133.0796529462,37,1,86.0,242,AT RISK - NEED RETENTION
1943185.6260713896,72,1,80.0,542,STANDARD CONVERTED CUSTOMER
6709518.3773334846,79,1,71.0,552,STANDARD CONVERTED CUSTOMER
7940945.2925551216,78,1,71.0,542,STANDARD CONVERTED CUSTOMER
1516904.8325459706,52,1,63.0,313,STANDARD CONVERTED CUSTOMER
18844012.8867221379,48,1,57.0,333,STANDARD CONVERTED CUSTOMER
1827796.6933009711,18,1,55.0,143,AT RISK - NEED RETENTION
89838993.1618154078,62,1,51.0,453,STANDARD CONVERTED CUSTOMER
2221470.3700307056,75,1,44.0,513,STANDARD CONVERTED CUSTOMER
56300115.7478494951,75,1,42.0,533,STANDARD CONVERTED CUSTOMER
4333028.2735100637,47,1,42.0,223,STANDARD CONVERTED CUSTOMER
3444436.2585949378,83,1,40.0,534,STANDARD CONVERTED CUSTOMER
3092972535.1252782928,22,1,40.0,234,AT RISK - NEED RETENTION
88839607.3955437015,41,1,34.0,224,STANDARD CONVERTED CUSTOMER
91752450.9472635719,59,1,34.0,454,CHAMPIONS / ELITE
9216625.5237279736,52,1,28.0,324,STANDARD CONVERTED CUSTOMER
7171332.8572143041,43,1,26.0,224,STANDARD CONVERTED CUSTOMER
1954165.1829780175,57,1,22.0,454,CHAMPIONS / ELITE
3762381.5920758171,69,1,20.0,554,CHAMPIONS / ELITE
3773899.4223706621,82,1,18.0,525,STANDARD CONVERTED CUSTOMER
43167694.9021346768,4,2,16.0,115,HIBERNATING / LOST
5640270.2841313070,52,1,15.0,325,STANDARD CONVERTED CUSTOMER
87866076.0273401847,56,1,7.0,355,STANDARD CONVERTED CUSTOMER
2474293.7483038472,81,1,1.0,535,STANDARD CONVERTED CUSTOMER
31035575.9910731807,72,1,0.0,535,STANDARD CONVERTED CUSTOMER
7745302.0653249489,3,1,0.0,135,AT RISK - NEED RETENTION
3035721.7488676576,61,1,0.0,455,CHAMPIONS / ELITE
12422651.1912052672,58,1,0.0,415,STANDARD CONVERTED CUSTOMER
38159965.0502320731,3,1,0.0,125,HIBERNATING / LOST
13141816.1294900403,72,1,680.0,521,STANDARD CONVERTED CUSTOMER
89140417.9002672475,32,1,480.0,231,AT RISK - NEED RETENTION
35710256.3477753994,67,1,474.0,441,STANDARD CONVERTED CUSTOMER
84636323.8110704850,45,1,237.0,231,AT RISK - NEED RETENTION
70870420.8943424184,55,1,172.0,321,STANDARD CONVERTED CUSTOMER
70663679.7784057941,13,1,122.0,111,HIBERNATING / LOST
18161607.9002799024,28,2,109.0,212,STANDARD CONVERTED CUSTOMER
57499982.4479614398,48,1,106.0,342,STANDARD CONVERTED CUSTOMER
7581292.6376201300,7,1,104.0,142,AT RISK - NEED RETENTION
20642408.1006700881,12,1,99.0,142,AT RISK - NEED RETENTION
6365977.5020097024,20,1,98.0,152,AT RISK - NEED RETENTION
81646599.9766401752,72,1,94.0,532,STANDARD CONVERTED CUSTOMER
6614915.9778990786,53,1,87.0,322,STANDARD CONVERTED CUSTOMER
16781365.5167027314,10,1,87.0,122,HIBERNATING / LOST
31144747.8079100313,47,1,82.0,252,AT RISK - NEED RETENTION
5073051.0072849842,65,1,78.0,422,STANDARD CONVERTED CUSTOMER
77740062.7146345636,49,1,78.0,342,STANDARD CONVERTED CUSTOMER
71278332.7023651906,44,1,77.0,252,AT RISK - NEED RETENTION
67300719.0613628944,78,1,63.0,543,STANDARD CONVERTED CUSTOMER
32495068.8510753707,44,1,62.0,253,AT RISK - NEED RETENTION
1532532525.0257377084,40,1,61.0,213,STANDARD CONVERTED CUSTOMER
6717719.5371562480,78,1,60.0,543,STANDARD CONVERTED CUSTOMER
5996473.2606177796,46,1,58.0,213,STANDARD CONVERTED CUSTOMER
64939560.5306054013,52,1,54.0,353,STANDARD CONVERTED CUSTOMER
4135762.6906668593,8,1,53.0,153,AT RISK - NEED RETENTION
3825667.2959178074,9,1,46.0,113,HIBERNATING / LOST
7330479.6061874897,54,1,43.0,343,STANDARD CONVERTED CUSTOMER
31713671.8301075277,75,1,41.0,533,STANDARD CONVERTED CUSTOMER
68234443.7976288983,60,2,31.0,414,STANDARD CONVERTED CUSTOMER
42281226.0048478307,42,1,30.0,244,AT RISK - NEED RETENTION
78130429.4925267502,44,1,28.0,254,AT RISK - NEED RETENTION
47604125.6375976952,68,1,28.0,434,STANDARD CONVERTED CUSTOMER
25581079.7578476005,34,1,24.0,234,AT RISK - NEED RETENTION
5969629.0738022380,89,1,24.0,554,CHAMPIONS / ELITE
47416269.1313769797,66,1,19.0,435,STANDARD CONVERTED CUSTOMER
6842193.0748348828,76,1,16.0,525,STANDARD CONVERTED CUSTOMER
10591789.5477795667,46,1,16.0,235,AT RISK - NEED RETENTION
60519873.4627231601,58,1,14.0,415,STANDARD CONVERTED CUSTOMER
45515994.4994616672,47,1,7.0,245,AT RISK - NEED RETENTION
4295503.4410846501,79,1,6.0,555,CHAMPIONS / ELITE
31417474.8321346201,6,1,5.0,125,HIBERNATING / LOST
22747613.6306010094,5,1,0.0,155,AT RISK - NEED RETENTION
7276398.7783138372,61,1,0.0,425,STANDARD CONVERTED CUSTOMER
55013435.8650490579,55,1,0.0,335,STANDARD CONVERTED CUSTOMER
3046093.2167709173,49,5,249.0,311,STANDARD CONVERTED CUSTOMER
75611414.7949596702,72,1,176.0,541,STANDARD CONVERTED CUSTOMER
76356424.0978454972,74,1,170.0,531,STANDARD CONVERTED CUSTOMER
88765980.1821355206,52,1,116.0,351,STANDARD CONVERTED CUSTOMER
70273900.3717271442,43,1,109.0,222,STANDARD CONVERTED CUSTOMER
8014383.6761870521,11,1,103.0,152,AT RISK - NEED RETENTION
80052422.3313734927,66,1,97.0,432,STANDARD CONVERTED CUSTOMER
42463554.1409769202,76,1,92.0,552,STANDARD CONVERTED CUSTOMER
48579992.6520915753,74,1,88.0,532,STANDARD CONVERTED CUSTOMER
5731385.0118976085,47,1,86.0,322,STANDARD CONVERTED CUSTOMER
377360457.8254199418,51,2,79.0,312,STANDARD CONVERTED CUSTOMER
38820363.2818595515,57,1,72.0,422,STANDARD CONVERTED CUSTOMER
7676671.1176734435,54,1,71.0,332,STANDARD CONVERTED CUSTOMER
79080724.0148001328,36,1,67.0,242,AT RISK - NEED RETENTION
1280111349.1479378569,51,1,66.0,323,STANDARD CONVERTED CUSTOMER
11330440.1022375512,55,1,64.0,343,STANDARD CONVERTED CUSTOMER
53066733.3024849807,53,1,64.0,333,STANDARD CONVERTED CUSTOMER
2459937.2318206302,26,1,63.0,233,AT RISK - NEED RETENTION
4067712.1364874133,83,1,61.0,523,STANDARD CONVERTED CUSTOMER
1111007.3250339243,51,1,55.0,323,STANDARD CONVERTED CUSTOMER
78626176.1558518743,51,1,52.0,343,STANDARD CONVERTED CUSTOMER
29538225.3205476258,53,1,44.0,353,STANDARD CONVERTED CUSTOMER
60067158.9754150018,11,1,42.0,153,AT RISK - NEED RETENTION
4690975558.5693388345,69,1,42.0,543,STANDARD CONVERTED CUSTOMER
25524352.7325280300,45,1,40.0,244,AT RISK - NEED RETENTION
1565944.2403531565,18,1,40.0,124,HIBERNATING / LOST
1859363.5805703761,43,1,38.0,214,STANDARD CONVERTED CUSTOMER
2588693.4592272163,6,1,35.0,134,AT RISK - NEED RETENTION
80838445.3375614761,60,1,34.0,454,CHAMPIONS / ELITE
75634947.6789263686,43,1,30.0,214,STANDARD CONVERTED CUSTOMER
7269989.2493768800,75,1,23.0,514,STANDARD CONVERTED CUSTOMER
8733061.5415155980,18,1,21.0,114,HIBERNATING / LOST
4272875163.1610352147,17,1,19.0,155,AT RISK - NEED RETENTION
5372320.9033988663,19,1,18.0,115,HIBERNATING / LOST
4231129.5913164697,42,1,16.0,225,STANDARD CONVERTED CUSTOMER
86811303.5548075805,46,1,13.0,235,AT RISK - NEED RETENTION
11324968.3542327533,81,1,10.0,535,STANDARD CONVERTED CUSTOMER
4650505.5425107709,76,1,6.0,535,STANDARD CONVERTED CUSTOMER
13174020.7610093842,23,1,0.0,225,STANDARD CONVERTED CUSTOMER
6806152.5390581469,67,1,0.0,445,CHAMPIONS / ELITE
63540408.3343349344,47,1,0.0,255,AT RISK - NEED RETENTION
4782127.8379477531,72,1,0.0,555,CHAMPIONS / ELITE
33234318.3224761950,47,1,287.0,321,STANDARD CONVERTED CUSTOMER
7750159.6505312378,51,4,207.0,311,STANDARD CONVERTED CUSTOMER
4022774245.7650545822,49,2,185.0,311,STANDARD CONVERTED CUSTOMER
3048029.9624473822,50,1,127.0,311,STANDARD CONVERTED CUSTOMER
7970363.0321929359,65,1,126.0,431,STANDARD CONVERTED CUSTOMER
44468077.6188155771,65,1,125.0,431,STANDARD CONVERTED CUSTOMER
8974847.1466317161,55,2,110.0,312,STANDARD CONVERTED CUSTOMER
5027137.8356570660,64,1,109.0,432,STANDARD CONVERTED CUSTOMER
8586642.3694137955,10,1,104.0,142,AT RISK - NEED RETENTION
7011382.8362674713,52,1,101.0,322,STANDARD CONVERTED CUSTOMER
10941030.2175902271,62,1,99.0,432,STANDARD CONVERTED CUSTOMER
11651833.7671554272,11,1,89.0,132,AT RISK - NEED RETENTION
9133428.2538890525,8,1,81.0,132,AT RISK - NEED RETENTION
2516229.6115027745,49,1,67.0,352,STANDARD CONVERTED CUSTOMER
7483078.1076858608,39,1,67.0,253,AT RISK - NEED RETENTION
10269098.5703813861,24,1,66.0,223,STANDARD CONVERTED CUSTOMER
5493040.3439425467,21,1,65.0,253,AT RISK - NEED RETENTION
3678796.0209524077,81,1,64.0,533,STANDARD CONVERTED CUSTOMER
9147324811.3340748180,60,1,63.0,433,STANDARD CONVERTED CUSTOMER
7134697.0673803211,7,1,55.0,153,AT RISK - NEED RETENTION
59081669.9567203496,51,1,54.0,353,STANDARD CONVERTED CUSTOMER
5266823.8519727676,48,1,54.0,333,STANDARD CONVERTED CUSTOMER
3285062.2387469131,62,1,52.0,433,STANDARD CONVERTED CUSTOMER
1767608.5293832909,70,1,52.0,553,STANDARD CONVERTED CUSTOMER
58749509.5865067460,24,1,50.0,233,AT RISK - NEED RETENTION
22638210.8808133147,58,1,46.0,453,STANDARD CONVERTED CUSTOMER
30013802.7072681119,54,1,46.0,323,STANDARD CONVERTED CUSTOMER
4812713.8439320005,59,1,44.0,433,STANDARD CONVERTED CUSTOMER
6305601780.6598938086,62,1,40.0,434,STANDARD CONVERTED CUSTOMER
20295806.6156999491,67,1,32.0,444,CHAMPIONS / ELITE
5924938.3864146348,59,1,32.0,434,STANDARD CONVERTED CUSTOMER
3174709.0579247943,86,1,32.0,544,CHAMPIONS / ELITE
5951503.2830867633,76,1,26.0,524,STANDARD CONVERTED CUSTOMER
3306425.6784890438,51,1,25.0,354,STANDARD CONVERTED CUSTOMER
58162644.7624663170,88,1,24.0,534,STANDARD CONVERTED CUSTOMER
3934622.2644661987,7,1,21.0,154,AT RISK - NEED RETENTION
47377018.1786966867,47,1,21.0,254,AT RISK - NEED RETENTION
1299576.0400218024,60,1,20.0,425,STANDARD CONVERTED CUSTOMER
6101467.4740745406,30,1,19.0,255,AT RISK - NEED RETENTION
1254234.7247356243,59,1,16.0,445,CHAMPIONS / ELITE
7525051.3431922932,10,1,15.0,145,AT RISK - NEED RETENTION
55431745.7605340054,59,1,13.0,435,STANDARD CONVERTED CUSTOMER
6429413943.0975708335,62,1,7.0,435,STANDARD CONVERTED CUSTOMER
72114822.2913147040,3,1,0.0,135,AT RISK - NEED RETENTION
18359797.6054953015,58,1,0.0,455,CHAMPIONS / ELITE
91529880.6749765308,72,1,0.0,525,STANDARD CONVERTED CUSTOMER
1146540.1921992520,3,1,0.0,135,AT RISK - NEED RETENTION
30220372.7620678894,72,1,646.0,541,STANDARD CONVERTED CUSTOMER
34715004.0442654743,39,6,350.0,211,STANDARD CONVERTED CUSTOMER
3518681.5571822382,9,1,347.0,151,AT RISK - NEED RETENTION
25633378.1133836718,34,1,294.0,231,AT RISK - NEED RETENTION
12852776.3686074468,44,1,193.0,231,AT RISK - NEED RETENTION
7670494.0367304220,44,2,174.0,211,STANDARD CONVERTED CUSTOMER
6672635860.5383572535,72,1,142.0,541,STANDARD CONVERTED CUSTOMER
52443149.1275754542,61,1,120.0,431,STANDARD CONVERTED CUSTOMER
77358157.4999153196,9,1,120.0,151,AT RISK - NEED RETENTION
37587826.1974136781,80,1,108.0,522,STANDARD CONVERTED CUSTOMER
1056498.5939985013,17,3,105.0,112,HIBERNATING / LOST
3589790.3119302179,53,1,104.0,342,STANDARD CONVERTED CUSTOMER
7531952.8659763808,75,1,98.0,552,STANDARD CONVERTED CUSTOMER
78091932.1682067766,11,1,95.0,142,AT RISK - NEED RETENTION
1442181.1876979854,77,1,90.0,542,STANDARD CONVERTED CUSTOMER
8319735.2431028247,6,1,85.0,142,AT RISK - NEED RETENTION
52768784.2327124854,10,1,79.0,122,HIBERNATING / LOST
9692619.6154700763,51,1,77.0,322,STANDARD CONVERTED CUSTOMER
63322638.6145263794,52,1,69.0,322,STANDARD CONVERTED CUSTOMER
46048757.5367659676,82,1,62.0,543,STANDARD CONVERTED CUSTOMER
4297256.3583247994,46,1,60.0,253,AT RISK - NEED RETENTION
5430975.7523687455,20,1,55.0,153,AT RISK - NEED RETENTION
7792798.8012084445,23,1,55.0,233,AT RISK - NEED RETENTION
50924450.1711753621,89,1,54.0,513,STANDARD CONVERTED CUSTOMER
22956458.6924241706,45,1,54.0,223,STANDARD CONVERTED CUSTOMER
4961808.5193881345,57,1,53.0,443,STANDARD CONVERTED CUSTOMER
3486854476.9405742384,59,2,48.0,413,STANDARD CONVERTED CUSTOMER
22641180.4696400962,55,1,48.0,313,STANDARD CONVERTED CUSTOMER
1867943.5297361314,60,1,45.0,413,STANDARD CONVERTED CUSTOMER
61617905.2566081537,19,1,44.0,133,AT RISK - NEED RETENTION
73892202.6179415969,76,1,44.0,543,STANDARD CONVERTED CUSTOMER
5161098.0325326264,49,1,43.0,333,STANDARD CONVERTED CUSTOMER
2128096.6237048343,62,1,40.0,454,CHAMPIONS / ELITE
1789139.4506132619,80,1,38.0,554,CHAMPIONS / ELITE
88898171.1110922469,53,1,37.0,354,STANDARD CONVERTED CUSTOMER
71948032.1971599305,54,1,33.0,314,STANDARD CONVERTED CUSTOMER
8626279.3419238923,6,1,32.0,154,AT RISK - NEED RETENTION
7906945.0841694882,85,1,28.0,524,STANDARD CONVERTED CUSTOMER
2885429.0157235569,28,1,28.0,214,STANDARD CONVERTED CUSTOMER
22269209.3146805248,56,1,27.0,324,STANDARD CONVERTED CUSTOMER
7549801319.6083086386,45,1,27.0,244,AT RISK - NEED RETENTION
67934362.7951436051,41,1,26.0,214,STANDARD CONVERTED CUSTOMER
2625733.8103163295,79,1,23.0,544,CHAMPIONS / ELITE
7616416.3442436459,17,1,19.0,125,HIBERNATING / LOST
6097102.6516338254,27,1,13.0,245,AT RISK - NEED RETENTION
3204923446.0487126458,50,1,6.0,335,STANDARD CONVERTED CUSTOMER
3296353.3679123615,61,1,4.0,425,STANDARD CONVERTED CUSTOMER
92543812.4801771743,50,1,3.0,345,STANDARD CONVERTED CUSTOMER
6099877.8106632683,44,1,0.0,245,AT RISK - NEED RETENTION
5889675.3540208860,2,1,0.0,135,AT RISK - NEED RETENTION
56971593.6553626620,4,1,0.0,155,AT RISK - NEED RETENTION
4177189.8300997361,3,1,0.0,115,HIBERNATING / LOST
5318101.4795757171,0,1,0.0,145,AT RISK - NEED RETENTION
2064040.6195727928,2,1,0.0,145,AT RISK - NEED RETENTION
53406211.8724008214,24,2,460.0,211,STANDARD CONVERTED CUSTOMER
3282203.4038192177,70,1,352.0,541,STANDARD CONVERTED CUSTOMER
63829798.3654577693,59,1,258.0,441,STANDARD CONVERTED CUSTOMER
7275494.7811178530,45,3,252.0,211,STANDARD CONVERTED CUSTOMER
9101213.9063728582,63,1,239.0,441,STANDARD CONVERTED CUSTOMER
9067917.4467737421,40,2,188.0,211,STANDARD CONVERTED CUSTOMER
8504426.1216196705,86,1,188.0,541,STANDARD CONVERTED CUSTOMER
64740644.1898496568,41,1,179.0,251,AT RISK - NEED RETENTION
7770092.5618500764,68,1,172.0,441,STANDARD CONVERTED CUSTOMER
8204448.9073098218,80,1,168.0,521,STANDARD CONVERTED CUSTOMER
24561891.8214764170,88,1,123.0,541,STANDARD CONVERTED CUSTOMER
68350783.9251558329,50,1,112.0,351,STANDARD CONVERTED CUSTOMER
2456393477.5274765122,73,1,111.0,512,STANDARD CONVERTED CUSTOMER
4511811.3990598489,83,1,101.0,512,STANDARD CONVERTED CUSTOMER
5365503.8577707049,59,1,88.0,442,STANDARD CONVERTED CUSTOMER
3191154706.8263425472,12,1,80.0,132,AT RISK - NEED RETENTION
31588757.8825339636,44,1,75.0,242,AT RISK - NEED RETENTION
89960826.1583245929,81,1,74.0,552,STANDARD CONVERTED CUSTOMER
90422982.2543893019,88,1,68.0,532,STANDARD CONVERTED CUSTOMER
7194222.8464645996,13,1,58.0,133,AT RISK - NEED RETENTION
65484697.9961257356,41,1,58.0,243,AT RISK - NEED RETENTION
74273229.0304300389,33,1,58.0,223,STANDARD CONVERTED CUSTOMER
52425787.4871890148,76,1,58.0,533,STANDARD CONVERTED CUSTOMER
28899899.4015353216,14,1,55.0,133,AT RISK - NEED RETENTION
22163228.0919031513,75,1,55.0,533,STANDARD CONVERTED CUSTOMER
51065226.4802983076,67,1,54.0,423,STANDARD CONVERTED CUSTOMER
4588111.7628998264,14,1,50.0,123,HIBERNATING / LOST
8636012.0348119478,67,1,50.0,433,STANDARD CONVERTED CUSTOMER
30195839.9356669513,89,1,48.0,543,STANDARD CONVERTED CUSTOMER
35307335.0847619857,73,1,48.0,543,STANDARD CONVERTED CUSTOMER
11323811.0415184273,46,4,44.0,213,STANDARD CONVERTED CUSTOMER
84161213.3604424306,45,1,41.0,253,AT RISK - NEED RETENTION
22342515.7470426533,62,1,39.0,414,STANDARD CONVERTED CUSTOMER
80431044.0006326452,68,1,38.0,424,STANDARD CONVERTED CUSTOMER
62972640.1817910937,39,2,38.0,214,STANDARD CONVERTED CUSTOMER
41668828.3934590990,42,1,37.0,244,AT RISK - NEED RETENTION
4911450789.3427208665,59,1,35.0,444,CHAMPIONS / ELITE
8871391487.5124506086,61,1,33.0,414,STANDARD CONVERTED CUSTOMER
53425850.4089853958,65,1,27.0,444,CHAMPIONS / ELITE
26952918.6605768312,80,1,25.0,524,STANDARD CONVERTED CUSTOMER
61741032.4991073931,60,1,24.0,424,STANDARD CONVERTED CUSTOMER
3701512.7921503812,36,2,24.0,214,STANDARD CONVERTED CUSTOMER
52691175.7181665075,44,1,24.0,234,AT RISK - NEED RETENTION
72926454.8269061887,64,1,21.0,444,CHAMPIONS / ELITE
86449111.4441730986,51,1,17.0,325,STANDARD CONVERTED CUSTOMER
1924508.4688592165,61,1,14.0,455,CHAMPIONS / ELITE
12635392.6392715364,45,1,13.0,225,STANDARD CONVERTED CUSTOMER
8520754.9083745403,48,1,13.0,355,STANDARD CONVERTED CUSTOMER
20292998.6728029825,11,1,10.0,135,AT RISK - NEED RETENTION
24202040.2600884676,8,1,10.0,115,HIBERNATING / LOST
7824704.2819260765,61,1,0.0,455,CHAMPIONS / ELITE
3491526.3640223848,32,1,0.0,215,STANDARD CONVERTED CUSTOMER
2566418.5535518831,17,1,865.0,111,HIBERNATING / LOST
6822684.1627482502,55,1,671.0,341,STANDARD CONVERTED CUSTOMER
2275313.5266564172,55,1,394.0,351,STANDARD CONVERTED CUSTOMER
44080603.5651121314,53,1,361.0,331,STANDARD CONVERTED CUSTOMER
22222567.3132315095,72,1,236.0,521,STANDARD CONVERTED CUSTOMER
29271335.8588196561,23,1,221.0,221,STANDARD CONVERTED CUSTOMER
5898251.1308942779,45,7,200.0,211,STANDARD CONVERTED CUSTOMER
6652977.1027873844,75,4,197.0,511,STANDARD CONVERTED CUSTOMER
77283283.8065996514,53,2,180.0,311,STANDARD CONVERTED CUSTOMER
53550354.6354713181,30,1,142.0,211,STANDARD CONVERTED CUSTOMER
25712283.2548580985,26,1,133.0,231,AT RISK - NEED RETENTION
50805440.8488066824,21,1,131.0,241,AT RISK - NEED RETENTION
7890615.0225530592,75,1,109.0,542,STANDARD CONVERTED CUSTOMER
3194418462.2485419407,49,1,107.0,342,STANDARD CONVERTED CUSTOMER
84089063.5523557782,50,2,104.0,312,STANDARD CONVERTED CUSTOMER
42473754.2622782636,86,1,93.0,522,STANDARD CONVERTED CUSTOMER
4928525.8378184452,71,1,92.0,522,STANDARD CONVERTED CUSTOMER
7356019.3663162103,61,1,80.0,442,STANDARD CONVERTED CUSTOMER
83072571.2219987254,10,1,74.0,142,AT RISK - NEED RETENTION
76640124.2117888713,61,1,71.0,422,STANDARD CONVERTED CUSTOMER
1279595.7348368743,13,2,64.0,113,HIBERNATING / LOST
1439927.0145685301,66,1,60.0,423,STANDARD CONVERTED CUSTOMER
28886785.0437982110,68,1,56.0,453,STANDARD CONVERTED CUSTOMER
7296831617.1672065923,67,1,56.0,443,STANDARD CONVERTED CUSTOMER
5098405.2766662248,63,1,54.0,423,STANDARD CONVERTED CUSTOMER
8852686.2320515436,15,1,53.0,123,HIBERNATING / LOST
92072022.0613567200,74,1,48.0,513,STANDARD CONVERTED CUSTOMER
28182246.9243158427,66,2,45.0,413,STANDARD CONVERTED CUSTOMER
52272156.5892056410,55,1,44.0,353,STANDARD CONVERTED CUSTOMER
5118314977.7329883809,54,1,42.0,343,STANDARD CONVERTED CUSTOMER
37274779.4842178220,48,1,40.0,334,STANDARD CONVERTED CUSTOMER
71766434.3843515045,46,1,32.0,224,STANDARD CONVERTED CUSTOMER
5528800.9735472185,51,1,30.0,324,STANDARD CONVERTED CUSTOMER
6071043.7718608798,7,1,26.0,144,AT RISK - NEED RETENTION
88196645.5084915352,47,1,26.0,334,STANDARD CONVERTED CUSTOMER
6154769.0714961304,47,1,24.0,244,AT RISK - NEED RETENTION
60389702.2086129909,36,1,24.0,234,AT RISK - NEED RETENTION
16851116.6419517132,52,5,24.0,314,STANDARD CONVERTED CUSTOMER
6136308840.6700964793,53,1,22.0,334,STANDARD CONVERTED CUSTOMER
3938471.9023028673,59,1,22.0,424,STANDARD CONVERTED CUSTOMER
4602945.9366420751,20,1,19.0,155,AT RISK - NEED RETENTION
7116815.2975421997,49,1,19.0,345,STANDARD CONVERTED CUSTOMER
43166184.7921844342,89,1,17.0,545,CHAMPIONS / ELITE
1772610.2535570925,76,1,16.0,545,CHAMPIONS / ELITE
88252620.9272679238,44,1,14.0,235,AT RISK - NEED RETENTION
12720798.7319314400,63,1,13.0,445,CHAMPIONS / ELITE
7738401.2659078427,45,1,10.0,245,AT RISK - NEED RETENTION
11080044.8197718586,72,1,0.0,555,CHAMPIONS / ELITE
4181698.3900917982,61,1,0.0,435,STANDARD CONVERTED CUSTOMER
90691089.7887427562,4,1,0.0,115,HIBERNATING / LOST
3216886.8311598059,62,1,305.0,421,STANDARD CONVERTED CUSTOMER
53168426.9247441890,48,1,176.0,321,STANDARD CONVERTED CUSTOMER
57328124.6848846028,79,1,162.0,551,STANDARD CONVERTED CUSTOMER
26869413.1979446467,73,1,116.0,531,STANDARD CONVERTED CUSTOMER
12344534.0893063989,74,1,115.0,521,STANDARD CONVERTED CUSTOMER
6952489.3805781228,52,1,99.0,342,STANDARD CONVERTED CUSTOMER
63900282.3363580230,68,1,96.0,442,STANDARD CONVERTED CUSTOMER
56969245.0794104270,67,1,89.0,422,STANDARD CONVERTED CUSTOMER
81507474.7124670126,47,2,83.0,312,STANDARD CONVERTED CUSTOMER
1513222.1542392261,42,2,81.0,212,STANDARD CONVERTED CUSTOMER
4484161.8947884851,47,1,79.0,332,STANDARD CONVERTED CUSTOMER
82858250.0760247395,11,1,73.0,132,AT RISK - NEED RETENTION
3008670.3250240015,49,1,73.0,332,STANDARD CONVERTED CUSTOMER
47865957.1450554660,82,1,72.0,552,STANDARD CONVERTED CUSTOMER
7672681.6997556283,14,1,66.0,133,AT RISK - NEED RETENTION
21212846.2865668337,47,2,66.0,213,STANDARD CONVERTED CUSTOMER
4876835.9267582756,34,1,66.0,213,STANDARD CONVERTED CUSTOMER
1296696.7251929026,65,1,60.0,423,STANDARD CONVERTED CUSTOMER
9171293.1843144903,68,1,60.0,453,STANDARD CONVERTED CUSTOMER
80824150.8927513505,45,1,60.0,253,AT RISK - NEED RETENTION
5120677.2454523377,51,1,60.0,343,STANDARD CONVERTED CUSTOMER
22876548.9702869375,70,1,58.0,533,STANDARD CONVERTED CUSTOMER
1055924025.4008704458,60,1,57.0,443,STANDARD CONVERTED CUSTOMER
3628419.4816997781,62,1,56.0,453,STANDARD CONVERTED CUSTOMER
45275825.1846507675,17,1,48.0,153,AT RISK - NEED RETENTION
45449104.5311744269,49,1,48.0,333,STANDARD CONVERTED CUSTOMER
28988900.6959315645,26,1,48.0,253,AT RISK - NEED RETENTION
61639621.2489023125,57,1,48.0,323,STANDARD CONVERTED CUSTOMER
3090061.7241121971,67,1,45.0,413,STANDARD CONVERTED CUSTOMER
51071588.2298808294,52,1,43.0,343,STANDARD CONVERTED CUSTOMER
80133734.9366717619,13,1,38.0,144,AT RISK - NEED RETENTION
92062493.3833471412,51,1,38.0,334,STANDARD CONVERTED CUSTOMER
87989440.4518895303,65,1,34.0,424,STANDARD CONVERTED CUSTOMER
56647918.6347686533,60,1,33.0,424,STANDARD CONVERTED CUSTOMER
5178872.1333704262,12,1,33.0,154,AT RISK - NEED RETENTION
42828842.6548813455,66,1,30.0,424,STANDARD CONVERTED CUSTOMER
7913379764.4006544425,79,1,28.0,544,CHAMPIONS / ELITE
5375602.5787042833,56,1,25.0,354,STANDARD CONVERTED CUSTOMER
18999141.8287009669,18,1,24.0,114,HIBERNATING / LOST
21683663.4440188892,0,2,20.0,115,HIBERNATING / LOST
4997326.4756259004,39,1,19.0,255,AT RISK - NEED RETENTION
23471077.0151968616,54,1,18.0,335,STANDARD CONVERTED CUSTOMER
